Price,Brand,Model,Power,Efficiency,Link
69.87,Thermaltake,PS-SPD-0650MNFABU-3,650,80+ Bronze,https://amazon.com/dp/B0CFWQBDXQ?tag=pcbuilder00-20
69.99,Thermaltake,Smart BX1,650,80+ Bronze,https://amazon.com/dp/B07NPM8WZ7?tag=pcbuilder00-20
77.49,Thermaltake,Smart BX1 RGB,650,80+ Bronze,https://amazon.com/dp/B07HKP454F?tag=pcbuilder00-20
85,Thermaltake,Smart Pro RGB,650,80+ Bronze,https://amazon.com/dp/B01N5LEHTS?tag=pcbuilder00-20
74.99,Thermaltake,Smart BX1 RGB,750,80+ Bronze,https://amazon.com/dp/B07HKLRXCS?tag=pcbuilder00-20
79.99,Thermaltake,PS-SPD-0750MNFABU-3,750,80+ Bronze,https://amazon.com/dp/B0CFXGFQNZ?tag=pcbuilder00-20
85.99,Thermaltake,Smart Pro RGB,750,80+ Bronze,https://amazon.com/dp/B01NCRRCRR?tag=pcbuilder00-20
88.45,Thermaltake,A2016,750,80+ Bronze,https://amazon.com/dp/B0002F8ZHI?tag=pcbuilder00-20
116.34,Thermaltake,PS-SPD-0750MNFABU-1,750,80+ Bronze,https://amazon.com/dp/B08DHJJLB8?tag=pcbuilder00-20
87.57,Thermaltake,PS-SPD-0850MNFABU-3,850,80+ Bronze,https://amazon.com/dp/B0CFWMX4R8?tag=pcbuilder00-20
87.96,Thermaltake,Smart Pro RGB,850,80+ Bronze,https://amazon.com/dp/B01N2ZU83P?tag=pcbuilder00-20
59.99,Thermaltake,Toughpower GX1,500,80+ Gold,https://amazon.com/dp/B07LGMXWP3?tag=pcbuilder00-20
149,Thermaltake,SPS-530MPCBEU,530,80+ Gold,https://amazon.com/dp/B00BDB28HS?tag=pcbuilder00-20
38.99,Thermaltake,Toughpower GX2,600,80+ Gold,https://amazon.com/dp/B087CDR14Z?tag=pcbuilder00-20
69.99,Thermaltake,Toughpower GX1,600,80+ Gold,https://amazon.com/dp/B07F9YFYLZ?tag=pcbuilder00-20
91.82,Thermaltake,PS-TPD-0700NNFAGE-1,600,80+ Gold,https://amazon.com/dp/B07C2JZFDD?tag=pcbuilder00-20
149.99,Thermaltake,Toughpower,600,80+ Gold,https://amazon.com/dp/B01KGCXMXS?tag=pcbuilder00-20
77.99,Thermaltake,Toughpower GF1 PE,650,80+ Gold,https://amazon.com/dp/B07N7V8JM5?tag=pcbuilder00-20
99.99,Thermaltake,Toughpower Grand RGB 650,650,80+ Gold,https://amazon.com/dp/B01N7GD5HN?tag=pcbuilder00-20
99.99,Thermaltake,Toughpower GF1,650,80+ Gold,https://amazon.com/dp/B07WLZG2MV?tag=pcbuilder00-20
135,Thermaltake,Toughpower DPS G,650,80+ Gold,https://amazon.com/dp/B00M9B22W2?tag=pcbuilder00-20
139.99,Thermaltake,Toughpower GF2,650,80+ Gold,https://amazon.com/dp/B08PC8SW2M?tag=pcbuilder00-20
77.99,Thermaltake,Toughpower 750,750,80+ Gold,https://amazon.com/dp/B00IUQRPQS?tag=pcbuilder00-20
89.99,Thermaltake,PS-TPD-0750FNFAGU-W,750,80+ Gold,https://amazon.com/dp/B09SB42ZNH?tag=pcbuilder00-20
97.36,Thermaltake,PS-TPD-0700NHFAGU-1,750,80+ Gold,https://amazon.com/dp/B07NPL4B2C?tag=pcbuilder00-20
99.99,Thermaltake,PS-TPD-0750FNFAGU-L,750,80+ Gold,https://amazon.com/dp/B0C1JKB652?tag=pcbuilder00-20
114.99,Thermaltake,Toughpower Grand RGB,750,80+ Gold,https://amazon.com/dp/B01N4C39AR?tag=pcbuilder00-20
115.99,Thermaltake,Toughpower GF1,750,80+ Gold,https://amazon.com/dp/B07SL9NFVS?tag=pcbuilder00-20
119.99,Thermaltake,Toughpower GF1,750,80+ Gold,https://amazon.com/dp/B07W9KYS6Y?tag=pcbuilder00-20
124.99,Thermaltake,PS-TPD-0750F3FAGU-2,750,80+ Gold,https://amazon.com/dp/B08PCBKGW4?tag=pcbuilder00-20
129.32,Thermaltake,PS-TPD-0750FNFAGU-4,750,80+ Gold,https://amazon.com/dp/B0BF4MCGBS?tag=pcbuilder00-20
145.65,Thermaltake,PS-STP-0750FNFAGU-1,750,80+ Gold,https://amazon.com/dp/B0BMWL7KN4?tag=pcbuilder00-20
189.99,Thermaltake,Toughpower,750,80+ Gold,https://amazon.com/dp/B07NPLLLQK?tag=pcbuilder00-20
99.83,Thermaltake,PS-TPD-0850NNFAGU-3,850,80+ Gold,https://amazon.com/dp/B0CBQZFPL2?tag=pcbuilder00-20
117.99,Thermaltake,Toughpower GF1,850,80+ Gold,https://amazon.com/dp/B07PZR9JLT?tag=pcbuilder00-20
119,Thermaltake,Toughpower Grand RGB,850,80+ Gold,https://amazon.com/dp/B01MQU6CWU?tag=pcbuilder00-20
119.99,Thermaltake,PS-TPD-0850FNFAGU-N,850,80+ Gold,https://amazon.com/dp/B0CKS5GYH2?tag=pcbuilder00-20
129.99,Thermaltake,PS-TPD-0850FNFAGU-L,850,80+ Gold,https://amazon.com/dp/B0C1JKHPNH?tag=pcbuilder00-20
137.13,Thermaltake,9B17-153-432,850,80+ Gold,https://amazon.com/dp/B09SB4H3Y8?tag=pcbuilder00-20
146.35,Thermaltake,PS-TPD-0850FNFAGU-4,850,80+ Gold,https://amazon.com/dp/B0BF3YF9KY?tag=pcbuilder00-20
169.48,Thermaltake,PS-STP-0850FNFAGU-1,850,80+ Gold,https://amazon.com/dp/B0BMWKHFN8?tag=pcbuilder00-20
169.99,Thermaltake,Toughpower GF2,850,80+ Gold,https://amazon.com/dp/B08PCB2GM4?tag=pcbuilder00-20
165.62,Thermaltake,PS-TPD-1000FNFAGU-4,1000,80+ Gold,https://amazon.com/dp/B0BF3R83W8?tag=pcbuilder00-20
189.57,Thermaltake,TTP-1000AH3FCG,1000,80+ Gold,https://amazon.com/dp/B095QXZQJD?tag=pcbuilder00-20
159.99,Thermaltake,PS-TPD-1050FNFAGU-L,1050,80+ Gold,https://amazon.com/dp/B0C1JHWWZL?tag=pcbuilder00-20
189.44,Thermaltake,PS-TPD-1050FNFAGE-N,1050,80+ Gold,https://amazon.com/dp/B0CD2MZ677?tag=pcbuilder00-20
135.64,Thermaltake,PS-TPD-1200FNFAGE-H,1200,80+ Gold,https://amazon.com/dp/B0C247Q1KN?tag=pcbuilder00-20
172.4,Thermaltake,PS-TPD-1200FNFAGU-1,1200,80+ Gold,https://amazon.com/dp/B097GCDT62?tag=pcbuilder00-20
199.99,Thermaltake,PS-TPD-1200FNFAGU-L,1200,80+ Gold,https://amazon.com/dp/B0C1JKK1YZ?tag=pcbuilder00-20
225.18,Thermaltake,Toughpower 1200,1200,80+ Gold,https://amazon.com/dp/B00LZVOK18?tag=pcbuilder00-20
259.6,Thermaltake,PS-TPD-1200FNFAGE-N,1200,80+ Gold,https://amazon.com/dp/B0CKZ2ML5K?tag=pcbuilder00-20
236.95,Thermaltake,TPD-1350AH3FSG,1350,80+ Gold,https://amazon.com/dp/B0BF4BJBQB?tag=pcbuilder00-20
268.54,Thermaltake,TPD-1650AH3FSG,1650,80+ Gold,https://amazon.com/dp/B0BF3S8WDT?tag=pcbuilder00-20
101.99,Thermaltake,Toughpower PF1,650,80+ Platinum,https://amazon.com/dp/B08BR79VBX?tag=pcbuilder00-20
122.31,Thermaltake,Toughpower PF1,750,80+ Platinum,https://amazon.com/dp/B08BQV9CMM?tag=pcbuilder00-20
149.99,Thermaltake,Toughpower PF1,850,80+ Platinum,https://amazon.com/dp/B08BR8RQ3Y?tag=pcbuilder00-20
200,Thermaltake,Toughpower PF1,850,80+ Platinum,https://amazon.com/dp/B07WJLBV55?tag=pcbuilder00-20
209.99,Thermaltake,Toughpower Grand RGB 850,850,80+ Platinum,https://amazon.com/dp/B0793FDTSD?tag=pcbuilder00-20
244.38,Thermaltake,Toughpower iRGB Plus,850,80+ Platinum,https://amazon.com/dp/B077ZCHP2S?tag=pcbuilder00-20
315.99,Thermaltake,PS-TPD-1050FNFAPE-1,1050,80+ Platinum,https://amazon.com/dp/B0B661WLXR?tag=pcbuilder00-20
349,Thermaltake,Toughpower Grand 1050,1050,80+ Platinum,https://amazon.com/dp/B078NL9SP3?tag=pcbuilder00-20
349.99,Thermaltake,PS-TPD-1050F3FAPU-1,1050,80+ Platinum,https://amazon.com/dp/B07WCTCQSK?tag=pcbuilder00-20
269.99,Thermaltake,PS-TPG-1200F1FAPU-1,1200,80+ Platinum,https://amazon.com/dp/B077Z6DSXT?tag=pcbuilder00-20
369.99,Thermaltake,Toughpower PF1 ARGB,1200,80+ Platinum,https://amazon.com/dp/B07WHGC2SG?tag=pcbuilder00-20
399.96,Thermaltake,TTP-1550AH3FCT,1500,80+ Titanium,https://amazon.com/dp/B097GCT2YK?tag=pcbuilder00-20
61,Topower,ZU-550W,550,80+,https://amazon.com/dp/B001MD45ZK?tag=pcbuilder00-20
155.99,Vetroo,GV1000,1000,80+ Gold,https://amazon.com/dp/B0BR7RXPYS?tag=pcbuilder00-20
159.99,Vetroo,GV1000,1000,80+ Gold,https://amazon.com/dp/B0BRN2YG7F?tag=pcbuilder00-20
165,XFX,P1750SNLB9,750,80+ Bronze,https://amazon.com/dp/B0045L4BJ6?tag=pcbuilder00-20
156.68,XFX,P1-550G-TS3X,550,80+ Gold,https://amazon.com/dp/B00HW979AQ?tag=pcbuilder00-20
80.6,Xilence,XN042,500,80,https://amazon.com/dp/B00OZ08W3S?tag=pcbuilder00-20
95.11,Xilence,XN083,550,80+ Bronze,https://amazon.com/dp/B082F2RYF5?tag=pcbuilder00-20
125,Xilence,XN071,550,80+ Gold,https://amazon.com/dp/B074ZLHN2H?tag=pcbuilder00-20
105.27,Xilence,XN072,650,80+ Gold,https://amazon.com/dp/B074V19XGR?tag=pcbuilder00-20
120.15,Xilence,Netzteil XN073,750,80+ Gold,https://amazon.com/dp/B074V1M2R6?tag=pcbuilder00-20
128.43,Xilence,XN074,850,80+ Gold,https://amazon.com/dp/B074V1R9HB?tag=pcbuilder00-20
212.09,Xilence,XN076,1050,80+ Gold,https://amazon.com/dp/B07HC5NSNW?tag=pcbuilder00-20
283,Xilence,XN078,1250,80+ Gold,https://amazon.com/dp/B07HBTCX9L?tag=pcbuilder00-20
87.45,XILENCEPOWER,XN044,600,,https://amazon.com/dp/B00OZ0G3TI?tag=pcbuilder00-20
144,XILENCEPOWER,XN046,700,,https://amazon.com/dp/B01A9H7U3S?tag=pcbuilder00-20
94.99,XPG,COREREACTORII650G-BKCUS,650,80+ Gold,https://amazon.com/dp/B0CBQW8NNR?tag=pcbuilder00-20
99.99,XPG,CREACTOR650G-BKCGB,650,80+ Gold,https://amazon.com/dp/B07Z8J1973?tag=pcbuilder00-20
104.99,XPG,COREREACTORII750G-BKCUS,750,80+ Gold,https://amazon.com/dp/B0CBQWW8K7?tag=pcbuilder00-20
109.99,XPG,CORE Reactor 750,750,80+ Gold,https://amazon.com/dp/B07ZRWYMNW?tag=pcbuilder00-20
114.99,XPG,COREREACTORII850G-BKCUS,850,80+ Gold,https://amazon.com/dp/B0CBQVP6SS?tag=pcbuilder00-20
123,XPG,CREACTOR 850G,850,80+ Gold,https://amazon.com/dp/B07Z8J5JJ5?tag=pcbuilder00-20
149.99,XPG,COREREACTORII1000G-BKCUS,1000,80+ Gold,https://amazon.com/dp/B0CBQXGJ9F?tag=pcbuilder00-20
184.99,XPG,COREREACTORII1200G-BKCUS,1200,80+ Gold,https://amazon.com/dp/B0CBQY6FYY?tag=pcbuilder00-20
229.99,XPG,Cybercore 80 Plus,1300,80+ Platinum,https://amazon.com/dp/B09XMXJ1HD?tag=pcbuilder00-20
72.99,ZEUS GAMDIAS,KRATOS P1-650G,650,80+ Gold,https://amazon.com/dp/B07WCT24GH?tag=pcbuilder00-20
79.99,ZEUS GAMDIAS,KRATOS P1A-750G,750,80+ Gold,https://amazon.com/dp/B08W56VRL5?tag=pcbuilder00-20
