Price,Brand,Model,Cabinet Type,Link
79.99,Phanteks,Eclipse P200A,Mini ITX,https://amazon.com/dp/B091Y2J58B?tag=pcbuilder00-20
84.99,Thermaltake,CA-1R3-00S1WN-00,Mini ITX,https://amazon.com/dp/B08SQF9HGH?tag=pcbuilder00-20
89.35,SilverStone Technology,SST-SG16W,Mini ITX,https://amazon.com/dp/B09MW467GQ?tag=pcbuilder00-20
89.5,SilverStone Technology,SST-SG16B,Mini ITX,https://amazon.com/dp/B09MW4W2Z9?tag=pcbuilder00-20
89.99,SSUPD,Meshlicious TG White,Mini ITX,https://amazon.com/dp/B09CGM8TL4?tag=pcbuilder00-20
90,Rosewill,Legacy V3 Plus-B,Mini ITX,https://amazon.com/dp/B00H893XSM?tag=pcbuilder00-20
97.82,SilverStone Technology,SG05B-USB3.0,Mini ITX,https://amazon.com/dp/B008J0ZOUY?tag=pcbuilder00-20
98.63,NZXT,H210,Mini ITX,https://amazon.com/dp/B07TD9TKKZ?tag=pcbuilder00-20
98.74,Cooler Master,MasterBox NR200P,Mini ITX,https://amazon.com/dp/B08BDWSTG1?tag=pcbuilder00-20
99.99,Thermaltake,CA-1X9-00S1WN-00,Mini ITX,https://amazon.com/dp/B0C7SJVFVH?tag=pcbuilder00-20
99.99,Thermaltake,CA-1R3-00S6WN-00,Mini ITX,https://amazon.com/dp/B08SQBKTLK?tag=pcbuilder00-20
99.99,Phanteks,PH-ES217E_BK02,Mini ITX,https://amazon.com/dp/B08P2DRNMD?tag=pcbuilder00-20
99.99,darkFlash,86818,Mini ITX,https://amazon.com/dp/B09CYM2RPL?tag=pcbuilder00-20
99.99,Phanteks,Eclipse P200A,Mini ITX,https://amazon.com/dp/B091Y5HFKB?tag=pcbuilder00-20
99.99,Thermaltake,CA-1R3-00SBWN-00,Mini ITX,https://amazon.com/dp/B099ZF59MJ?tag=pcbuilder00-20
99.99,Thermaltake,CA-1R3-00SCWN-00,Mini ITX,https://amazon.com/dp/B099ZF1HQW?tag=pcbuilder00-20
100,RAIJINTEK Corporation,0R20B00104,Mini ITX,https://amazon.com/dp/B07H92D56V?tag=pcbuilder00-20
102.71,Fractal Design,Node 804,Mini ITX,https://amazon.com/dp/B009LHF4FO?tag=pcbuilder00-20
104,HYTE,CS-HYTE-REVOLT3-W,Mini ITX,https://amazon.com/dp/B09HZJHS9C?tag=pcbuilder00-20
104.99,Corsair,CC-9011245-WW,Mini ITX,https://amazon.com/dp/B0BW4PT5BT?tag=pcbuilder00-20
105.99,Fractal Design,FD-C-TOR1N-03,Mini ITX,https://amazon.com/dp/B08KTP6VT8?tag=pcbuilder00-20
106.99,ZZEW,A1P,Mini ITX,https://amazon.com/dp/B0B4WJT34G?tag=pcbuilder00-20
109.99,HYTE,CS-HYTE-REVOLT3-B,Mini ITX,https://amazon.com/dp/B09HZ2NCNT?tag=pcbuilder00-20
109.99,Phanteks,EVOLV SHIFT,Mini ITX,https://amazon.com/dp/B08P2C3TNJ?tag=pcbuilder00-20
111.13,Fractal Design,FD-CA-NODE-202-BK,Mini ITX,https://amazon.com/dp/B015MKDOPU?tag=pcbuilder00-20
111.83,Cooler Master,MasterBox NR200,Mini ITX,https://amazon.com/dp/B08CZNBKMP?tag=pcbuilder00-20
114.99,Cooler Master,MCB-NR200-KNNN-S00,Mini ITX,https://amazon.com/dp/B08BFJ8V8C?tag=pcbuilder00-20
118.47,SilverStone Technology,SG05W-USB3.0,Mini ITX,https://amazon.com/dp/B00ARB5EBC?tag=pcbuilder00-20
118.99,NZXT,H210,Mini ITX,https://amazon.com/dp/B07T94W9YS?tag=pcbuilder00-20
119.99,SilverStone Technology,LD03B,Mini ITX,https://amazon.com/dp/B07T332MK4?tag=pcbuilder00-20
119.99,Phanteks,Evolv Shift 2,Mini ITX,https://amazon.com/dp/B08P2C5G1S?tag=pcbuilder00-20
119.99,Corsair,CC-9011244-WW,Mini ITX,https://amazon.com/dp/B0BW4N75LD?tag=pcbuilder00-20
124,Raijintek,0R20B00221,Mini ITX,https://amazon.com/dp/B0BCNMYL16?tag=pcbuilder00-20
124.11,Lian Li,TU150,Mini ITX,https://amazon.com/dp/B07R4C2CJJ?tag=pcbuilder00-20
125.31,Fractal Design,FD-C-TOR1N-01,Mini ITX,https://amazon.com/dp/B08KTNYQTC?tag=pcbuilder00-20
125.73,IN WIN,IW-CS-CHOPINMAXGRE-PS200W,Mini ITX,https://amazon.com/dp/B0BGH9R7KT?tag=pcbuilder00-20
127.97,Thermaltake,CA-1X9-00S6WN-00,Mini ITX,https://amazon.com/dp/B0C7SHGZGN?tag=pcbuilder00-20
128,IN WIN,B1 PURE,Mini ITX,https://amazon.com/dp/B09MTQG2K9?tag=pcbuilder00-20
129.99,Cooler Master,MCB-NR200P-ACNN-S00,Mini ITX,https://amazon.com/dp/B096L2BLNR?tag=pcbuilder00-20
129.99,Thermaltake,Core P1,Mini ITX,https://amazon.com/dp/B06XFW9W43?tag=pcbuilder00-20
129.99,Thermaltake,CA-1X9-00SBWN-00,Mini ITX,https://amazon.com/dp/B0CGW67T3W?tag=pcbuilder00-20
129.99,Thermaltake,CA-1X9-00SEWN-00,Mini ITX,https://amazon.com/dp/B0CGW5W6L3?tag=pcbuilder00-20
130.23,SilverStone Technology,RVZ01B,Mini ITX,https://amazon.com/dp/B00I3EKXDE?tag=pcbuilder00-20
130.49,Cooler Master,MCB-NR200P-WGNN-S00,Mini ITX,https://amazon.com/dp/B08BF8YMXC?tag=pcbuilder00-20
133,Lian Li,TU150,Mini ITX,https://amazon.com/dp/B07R69SWHY?tag=pcbuilder00-20
133.25,Phanteks,PH-ES217A_AG02,Mini ITX,https://amazon.com/dp/B08P2C3T4Y?tag=pcbuilder00-20
136.21,HYTE,CS-HYTE-REVOLT3-WP,Mini ITX,https://amazon.com/dp/B0964CTPRG?tag=pcbuilder00-20
136.39,Fractal Design,Define Nano S,Mini ITX,https://amazon.com/dp/B01BEH1YMA?tag=pcbuilder00-20
136.83,SilverStone Technology,RVZ03B,Mini ITX,https://amazon.com/dp/B073HDFQKJ?tag=pcbuilder00-20
139.99,Corsair,CC-9011247-WW,Mini ITX,https://amazon.com/dp/B0BW4QC419?tag=pcbuilder00-20
139.99,Cooler Master,MasterCase H100,Mini ITX,https://amazon.com/dp/B085HCKPN4?tag=pcbuilder00-20
140,COUGAR,385QM90.0001,Mini ITX,https://amazon.com/dp/B09PJQNT48?tag=pcbuilder00-20
140.3,IN WIN,CHOPIN PRO,Mini ITX,https://amazon.com/dp/B096CBLR7T?tag=pcbuilder00-20
140.85,HYTE,CS-HYTE-REVOLT3-BP,Mini ITX,https://amazon.com/dp/B09CWXPT9D?tag=pcbuilder00-20
140.99,Phanteks,PH-ES121XT_DGS01,Mini ITX,https://amazon.com/dp/B09SKLM4L7?tag=pcbuilder00-20
143.59,Inter Tech,88887112,Mini ITX,https://amazon.com/dp/B00OYZOXSC?tag=pcbuilder00-20
143.75,Fractal Design,FD-C-RID1N-12,Mini ITX,https://amazon.com/dp/B0C2CRKPDC?tag=pcbuilder00-20
143.86,Fractal Design,FD-C-TOR1N-05,Mini ITX,https://amazon.com/dp/B09XR7VT85?tag=pcbuilder00-20
146.99,Lian Li,Q58W4,Mini ITX,https://amazon.com/dp/B09HBY28QD?tag=pcbuilder00-20
149.99,SilverStone Technology,CS01S,Mini ITX,https://amazon.com/dp/B019FN6D3K?tag=pcbuilder00-20
153.62,SilverStone Technology,SST-RVZ03B-ARGB-USA,Mini ITX,https://amazon.com/dp/B07WDFLTMG?tag=pcbuilder00-20
154.05,SilverStone Technology,V11 Silver,Mini ITX,https://amazon.com/dp/B08DF3WF4H?tag=pcbuilder00-20
155,Teenage Engineering,TE030AS001,Mini ITX,https://amazon.com/dp/B09KM9R7KJ?tag=pcbuilder00-20
157.95,IN WIN,IW-MS04-01-S265,Mini ITX,https://amazon.com/dp/B0167NCADS?tag=pcbuilder00-20
158.08,IN WIN,IW-CS-EXPLORER-JWHI,Mini ITX,https://amazon.com/dp/B09PJRVTDZ?tag=pcbuilder00-20
158.21,Lian Li,A4-H2O A4 SILVER,Mini ITX,https://amazon.com/dp/B09T74VNYS?tag=pcbuilder00-20
158.32,SilverStone Technology,SST-RVZ03W-ARGB,Mini ITX,https://amazon.com/dp/B07PBYWNS8?tag=pcbuilder00-20
159.9,COUGAR,385QM90.0003,Mini ITX,https://amazon.com/dp/B09KMVJCX6?tag=pcbuilder00-20
159.99,Razer,Tomahawk,Mini ITX,https://amazon.com/dp/B08G3PMRTG?tag=pcbuilder00-20
165.01,Fractal Design,FD-C-RID1N-11,Mini ITX,https://amazon.com/dp/B0C2CKPDG4?tag=pcbuilder00-20
169.99,Phanteks,PH-ES121XT_DBK01,Mini ITX,https://amazon.com/dp/B09SL8P15C?tag=pcbuilder00-20
174.31,SilverStone Technology,FTZ01B,Mini ITX,https://amazon.com/dp/B00WENHTC8?tag=pcbuilder00-20
179,ASUS,ROG Z11,Mini ITX,https://amazon.com/dp/B08LZXT5LK?tag=pcbuilder00-20
184.4,SilverStone Technology,CS01S-HS,Mini ITX,https://amazon.com/dp/B019FN6CZE?tag=pcbuilder00-20
185.93,SilverStone Technology,FTZ01S,Mini ITX,https://amazon.com/dp/B00WENHTNW?tag=pcbuilder00-20
186.86,Corsair,CC-9011246-WW,Mini ITX,https://amazon.com/dp/B0BW4PL5V6?tag=pcbuilder00-20
188.04,Raijintek,Metis Plus,Mini ITX,https://amazon.com/dp/B072BQPJNX?tag=pcbuilder00-20
189.49,SilverStone Technology,CS280B,Mini ITX,https://amazon.com/dp/B01LQZI9J6?tag=pcbuilder00-20
189.99,G.Skill,Z5i,Mini ITX,https://amazon.com/dp/B097PLLVKP?tag=pcbuilder00-20
192.02,SilverStone Technology,CS01B-HS,Mini ITX,https://amazon.com/dp/B0148P099E?tag=pcbuilder00-20
198.6,EVGA,110-MW-1002-K1,Mini ITX,https://amazon.com/dp/B00IKDFMN4?tag=pcbuilder00-20
199,IN WIN,A1 PLUS WHITE,Mini ITX,https://amazon.com/dp/B07RSD1KR4?tag=pcbuilder00-20
199.58,SilverStone Technology,SST-SG15S,Mini ITX,https://amazon.com/dp/B08QCS95MW?tag=pcbuilder00-20
199.99,SilverStone Technology,SST-SG15B,Mini ITX,https://amazon.com/dp/B08QCTJRRT?tag=pcbuilder00-20
204.28,SilverStone Technology,DS380B,Mini ITX,https://amazon.com/dp/B00IAELTAI?tag=pcbuilder00-20
209,Lian Li,A4-H2O X4 BLACK,Mini ITX,https://amazon.com/dp/B09T73JG49?tag=pcbuilder00-20
215.29,Lian Li,TU150A,Mini ITX,https://amazon.com/dp/B083JGWN4K?tag=pcbuilder00-20
220.54,Fractal Design,FD-C-TOR1N-02,Mini ITX,https://amazon.com/dp/B08KTMTTDP?tag=pcbuilder00-20
232.07,IN WIN,A1 Plus,Mini ITX,https://amazon.com/dp/B07RMLG667?tag=pcbuilder00-20
245,Lian Li,TU150X,Mini ITX,https://amazon.com/dp/B083FSNFNQ?tag=pcbuilder00-20
249.95,SSUPD,Meshlicious FM White PCIE4,Mini ITX,https://amazon.com/dp/B09CGQTTTR?tag=pcbuilder00-20
257,Cooler Master,MCB-NR200P-PCNN-S00,Mini ITX,https://amazon.com/dp/B095CTXGKG?tag=pcbuilder00-20
265.5,SSUPD,G99.OE759X.00,Mini ITX,https://amazon.com/dp/B099452DJ3?tag=pcbuilder00-20
269.7,DAN Cases,A4SFXV4-S,Mini ITX,https://amazon.com/dp/B07RZ4WPPQ?tag=pcbuilder00-20
288.8,MITXPC,SuperChassis 721TQ-350B2,Mini ITX,https://amazon.com/dp/B0921N2C83?tag=pcbuilder00-20
306.14,Streacom,ST-DA2S,Mini ITX,https://amazon.com/dp/B07M59ZWS8?tag=pcbuilder00-20
319.99,SilverStone Technology,CS01B,Mini ITX,https://amazon.com/dp/B012HF4FTC?tag=pcbuilder00-20
324.56,Streacom,ST-DA2V2S,Mini ITX,https://amazon.com/dp/B08L163Z89?tag=pcbuilder00-20
339.99,AZZA,PYRAMID MINI 806,Mini ITX,https://amazon.com/dp/B08HJ59574?tag=pcbuilder00-20
344.32,Streacom,ST-DA2V2B,Mini ITX,https://amazon.com/dp/B08L17D1L2?tag=pcbuilder00-20
374,Jonsbo,V11 Silver,Mini ITX,https://amazon.com/dp/B0BJZFY2CW?tag=pcbuilder00-20
423,RAIJINTEK,0R20B00213,Mini ITX,https://amazon.com/dp/B09S65MSSZ?tag=pcbuilder00-20
491.5,DAN Cases,A4SFXV4-B,Mini ITX,https://amazon.com/dp/B07RY6FL9D?tag=pcbuilder00-20
699.99,Lian Li,PC-Q37WX,Mini ITX,https://amazon.com/dp/B01N3JV58K?tag=pcbuilder00-20
