Title,Price,Brand,Model,Power,Efficiency,Link
"EVGA SuperNOVA 850 GT, 80 Plus Gold 850W, Fully Modular, Auto Eco Mode with FDB Fan",134.99,EVGA,220-GT-0850-Y1,850 W,80+ Gold,https://amazon.com/dp/B08X1C8TK9?tag=pcbuilder00-20
ARESGAME 750W Power Supply Semi Modular 80+ Bronze PSU (AGV750),/A,ARESGAME,AGV750,750 W,80+ Bronze,https://amazon.com/dp/B08JM12SQ5?tag=pcbuilder00-20
"be quiet! Pure Power 11 600W, 80 Plus Gold, Power Supply",114.73,be quiet!,BN294,600 W,80+ Gold,https://amazon.com/dp/B07JJL3QRG?tag=pcbuilder00-20
"be quiet! Pure Power 11, 80 Plus Gold Certified 500W Modular Power Supply",176,be quiet!,Pure Power 11,500 W,80+ Gold,https://amazon.com/dp/B07JHLD38L?tag=pcbuilder00-20
"be quiet! Pure Power 11, 400W Modular 80+ Gold Certified Power Supply",/A,be quiet!,Pure Power 11,400 W,80+ Gold,https://amazon.com/dp/B07JJFBNH2?tag=pcbuilder00-20
"be quiet! Pure Power 11, 80 Plus Bronze Certified 300W ATX Power Supply",/A,be quiet!,Pure Power 11,300 W,80+ Bronze,https://amazon.com/dp/B07JJKRJWB?tag=pcbuilder00-20
"EVGA BR, 80+ Bronze Certified 500W ATX Power Supply",69.64,EVGA,BR,500 W,80+ Bronze,https://amazon.com/dp/B07DTMXD83?tag=pcbuilder00-20
"Thermaltake Toughpower GF3 750W 80+ Gold Full Modular SLI/Crossfire Ready ATX 3.0 Standard Power Supply, PCIe Gen.5 12VHPWR Connector Included, PS-TPD-0750FNFAGU-4, 10 Year Warranty",129.32,Thermaltake,PS-TPD-0750FNFAGU-4,750 W,80+ Gold,https://amazon.com/dp/B0BF4MCGBS?tag=pcbuilder00-20
"Thermaltake Toughpower GF1 1000W 80+ Gold Analog Controlled SLI Full Modular Power Supply, Ultra Quiet 140mm Hydraulic Bearing Fan, Smart Zero Fan, 100% JP CAP PS-TPD-1000FNFAGU-1",189.57,Thermaltake,TTP-1000AH3FCG,1000 W,80+ Gold,https://amazon.com/dp/B095QXZQJD?tag=pcbuilder00-20
Thermaltake Toughpower GF1 850W Snow Edition SLI/Crossfire Ready 80+ Gold Ultra Quiet 140mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply 10 Year Warranty PS-TPD-0850FNFAGU-W,137.13,Thermaltake,9B17-153-432,850 W,80+ Gold,https://amazon.com/dp/B09SB4H3Y8?tag=pcbuilder00-20
Thermaltake Toughpower GF1 750W Snow Edition SLI/Crossfire Ready 80+ Gold Ultra Quiet 140mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply 10 Year Warranty PS-TPD-0750FNFAGU-W,89.99,Thermaltake,PS-TPD-0750FNFAGU-W,750 W,80+ Gold,https://amazon.com/dp/B09SB42ZNH?tag=pcbuilder00-20
"Thermaltake Toughpower GF1, 80+ Gold Certified 850W SLI/Crossfire Ready Full Modular Power Supply",117.99,Thermaltake,Toughpower GF1,850 W,80+ Gold,https://amazon.com/dp/B07PZR9JLT?tag=pcbuilder00-20
"Thermaltake Toughpower GF1, 80+ Gold 750W SLI/Crossfire Ready Full Modular Power Supply",115.99,Thermaltake,Toughpower GF1,750 W,80+ Gold,https://amazon.com/dp/B07SL9NFVS?tag=pcbuilder00-20
"Thermaltake Toughpower GF1, 80+ Gold Certified 650W SLI/ CrossFire Ready Full Modular Power Supply",77.99,Thermaltake,Toughpower GF1 PE,650 W,80+ Gold,https://amazon.com/dp/B07N7V8JM5?tag=pcbuilder00-20
Thermaltake Toughpower SFX (ATX 3.0 Standard) 850W Full Modular 80Plus Gold Power Supply,169.48,Thermaltake,PS-STP-0850FNFAGU-1,850 W,80+ Gold,https://amazon.com/dp/B0BMWKHFN8?tag=pcbuilder00-20
Thermaltake Toughpower SFX (ATX 3.0 Standard) 750W Full Modular 80Plus Gold Power Supply,145.65,Thermaltake,PS-STP-0750FNFAGU-1,750 W,80+ Gold,https://amazon.com/dp/B0BMWL7KN4?tag=pcbuilder00-20
"Corsair HX1500i, HXi Series, 80 PLUS Platinum Fully Modular Ultra-Low Noise ATX Digital Power Supply",399.99,Corsair,CP-9020215-NA,1500 W,80+ Platinum,https://amazon.com/dp/B0B3S8GMCK?tag=pcbuilder00-20
Thermaltake Toughpower GF2 ARGB 750W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply PS-TPD-0750F3FAGU-2,124.99,Thermaltake,PS-TPD-0750F3FAGU-2,750 W,80+ Gold,https://amazon.com/dp/B08PCBKGW4?tag=pcbuilder00-20
"Thermaltake Toughpower Grand RGB, 80+ Gold Certified 850W Smart Zero 256-Color RGB Fan Fully Modular Power Supply",119,Thermaltake,Toughpower Grand RGB,850 W,80+ Gold,https://amazon.com/dp/B01MQU6CWU?tag=pcbuilder00-20
"Thermaltake Toughpower Grand RGB 850W 80+ Platinum Smart Zero RGB Fan, SLI/CrossFire Ready Continuous Power, Full Modular ATX 12V 2.4/EPS 12V 2.92 Power Supply",209.99,Thermaltake,Toughpower Grand RGB 850,850 W,80+ Platinum,https://amazon.com/dp/B0793FDTSD?tag=pcbuilder00-20
Thermaltake Toughpower GF2 ARGB 850W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply,169.99,Thermaltake,Toughpower GF2,850 W,80+ Gold,https://amazon.com/dp/B08PCB2GM4?tag=pcbuilder00-20
"Thermaltake Toughpower Grand RGB, 80+ Gold 750W Smart Zero 256-Color RGB Fan Fully Modular Power Supply",114.99,Thermaltake,Toughpower Grand RGB,750 W,80+ Gold,https://amazon.com/dp/B01N4C39AR?tag=pcbuilder00-20
Thermaltake Toughpower Grand RGB 650W 80+ Gold Smart Zero 256-Color RGB Fan Fully Modular Power Supply,99.99,Thermaltake,Toughpower Grand RGB 650,650 W,80+ Gold,https://amazon.com/dp/B01N7GD5HN?tag=pcbuilder00-20
Thermaltake Toughpower GF2 ARGB 650W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular,139.99,Thermaltake,Toughpower GF2,650 W,80+ Gold,https://amazon.com/dp/B08PC8SW2M?tag=pcbuilder00-20
"Corsair CX650F RGB, 650 Watt, 80 PLUS Bronze, Fully Modular RGB White Power Supply",103.43,Corsair,CP-9020226-NA,650 W,80+ Bronze,https://amazon.com/dp/B08FVJ4XRK?tag=pcbuilder00-20
"Corsair CX750F RGB, 750 Watt, 80 PLUS Bronze, Fully Modular RGB White Power Supply",98.37,Corsair,CX750F,750 W,80+ Bronze,https://amazon.com/dp/B08FVCD21D?tag=pcbuilder00-20
"Corsair CX750F RGB, 750 Watt, 80 PLUS Bronze, Fully Modular RGB Power Supply",109.99,Corsair,CX750F,750 W,80+ Bronze,https://amazon.com/dp/B08FVJ7MGK?tag=pcbuilder00-20
"Cooler Master MWE 750, 80+ Gold Certified 750W Full Modular Power Supply",135.99,Cooler Master,Master MWE,750 W,80+ Gold,https://amazon.com/dp/B07JW7M3VX?tag=pcbuilder00-20
"Cooler Master MWE 650 Gold Full Modular, 80+ Gold Certified 650W Power Supply",169,Cooler Master,MWE 650,650 W,80+ Gold,https://amazon.com/dp/B07JFLBN3K?tag=pcbuilder00-20
"Cooler Master MWE 550, 80+ Gold Certified 550W Full Modular Power Supply",66.39 (Used),Cooler Master,MWE,550 W,80+ Gold,https://amazon.com/dp/B07DVLFK78?tag=pcbuilder00-20
NZXT C650 PSU (2022) - PA-6G1BB-US - 650 Watt PSU - 80+ Gold Certified - Fully Modular - Sleeved Cables - ATX Gaming Power Supply,79.99,NZXT,PA-6G1BB-US,650 W,80+ Gold,https://amazon.com/dp/B09YZ2THMB?tag=pcbuilder00-20
NZXT C750 PSU (2022) - PA-7G1BB-US - 750 Watt PSU - 80+ Gold Certified - Fully Modular - Sleeved Cables - ATX Gaming Power Supply,109.99,NZXT,C750,750 W,80+ Gold,https://amazon.com/dp/B09YZ25M7L?tag=pcbuilder00-20
NZXT C650 Bronze - PA-6B1BB-US - 650 Watt PSU - 80 Plus Bronze Certified - DC-DC technology - Semi Modular Design - Sleeved Cables - ATX Gaming Power Supply,89.99,NZXT,PA-6B1BB-US,650 W,80+ Bronze,https://amazon.com/dp/B09H3KMQZ6?tag=pcbuilder00-20
"NZXT C850, 80+ Gold Certified 850W Modular Power Supply with Hybrid Silent Fan Control and Fluid Dynamic Bearings",125.86,NZXT,C850,850 W,80+ Gold,https://amazon.com/dp/B082DYDHSZ?tag=pcbuilder00-20
"NZXT C750, 80+ Gold Certified 750W - Hybrid Silent Fan Control - Fluid Dynamic Bearings Power Supply",118.55,NZXT,C750,750 W,80+ Gold,https://amazon.com/dp/B082DYTR5Z?tag=pcbuilder00-20
"NZXT C650, 80+ Gold Certified 650W Modular Power Supply with Hybrid Silent Fan Control and Fluid Dynamic Bearings",179.99,NZXT,C650,650 W,80+ Gold,https://amazon.com/dp/B082DYQCZC?tag=pcbuilder00-20
GIGABYTE GP-UD1000GM 1000W 80 Plus Gold Certified Fully Modular Power Supply,159.99,Gigabyte,GP-UD1000GM,1000 W,80+ Gold,https://amazon.com/dp/B09VKF3CFC?tag=pcbuilder00-20
GIGABYTE GP-UD850GM 850W 80 Plus Gold Certified Fully Modular Power Supply,67.99,Gigabyte,GP-UD850GM,850 W,80+ Gold,https://amazon.com/dp/B09RK7GFQL?tag=pcbuilder00-20
"Gigabyte GP-P850GM (80 Plus Gold 850W, Modular, Smart Fan, Smart Power Protection, Power Supply)",129.99,Gigabyte,GP-P850GM,850 W,80+ Gold,https://amazon.com/dp/B08JGPBML2?tag=pcbuilder00-20
"Gigabyte GP-P550B (80 Plus Bronze 500W, Quiet Fan, Active Power Protection, Power Supply)",74.58,Gigabyte,GP-P550B,550 W,80+ Bronze,https://amazon.com/dp/B08DK7MVKX?tag=pcbuilder00-20
"Gigabyte GP-P450B (80 Plus Bronze Certified, Quiet Fan, Active Power Protection, Power Supply)",79.99,Gigabyte,P450B,450 W,80+ Bronze,https://amazon.com/dp/B08DK7YPX4?tag=pcbuilder00-20
Corsair RM1000e (2023) Fully Modular Low-Noise ATX Power Supply - ATX 3.0 & PCIe 5.0 Compliant,178,Corsair,CP-9020264-NA,1000 W,80+ Gold,https://amazon.com/dp/B0BYQHWJXC?tag=pcbuilder00-20
Corsair RM850e (2023) Fully Modular Low-Noise ATX Power Supply - ATX 3.0 & PCIe 5.0 Compliant,129.99,Corsair,CP-9020263-NA,850 W,80+ Gold,https://amazon.com/dp/B0BYQPH5J3?tag=pcbuilder00-20
Corsair RM750e (2023) Fully Modular Low-Noise ATX Power Supply - ATX 3.0 & PCIe 5.0 Compliant,178.98,Corsair,CP-9020262-NA,750 W,80+ Gold,https://amazon.com/dp/B0BYR1BXC6?tag=pcbuilder00-20
Corsair RM750e Fully Modular Low-Noise ATX Power Supply - Dual EPS12V Connectors,180.99,Corsair,CP-9020248-NA,750 W,80+ Gold,https://amazon.com/dp/B0BN234QRZ?tag=pcbuilder00-20
"Corsair HX1000i, HXi Series, 80 PLUS Platinum Fully Modular Ultra-Low Noise ATX Digital Power Supply (Triple EPS12V Connectors, 140mm Fluid Dynamic Bearing Fan, Zero RPM Fan Mode)",219.99,Corsair,HX1000i,1000 W,80+ Platinum,https://amazon.com/dp/B0B3S8HR8M?tag=pcbuilder00-20
"Cooler Master MasterWatt, 80+ Bronze Certified 750W Semi-fanless Modular Power Supply",79.99,Cooler Master,MasterWatt,750 W,80+ Bronze,https://amazon.com/dp/B074ZLQZH6?tag=pcbuilder00-20
"Cooler Master Watt 650 Watt Semifanless Modular Power Supply, 80 PLUS Bronze Certified Power Supply for Computers",69.99,Cooler Master,MPX-6501-AMAAB-US,650 W,80+ Bronze,https://amazon.com/dp/B074ZKXM72?tag=pcbuilder00-20
"Cooler Master MasterWatt, 80+ Bronze Certified 550W Semi-fanless Modular Power Supply",61,Cooler Master,MasterWatt,550 W,80+ Bronze,https://amazon.com/dp/B074ZDLGMK?tag=pcbuilder00-20
"Corsair HX1200 Series, 80+ Platinum Certified 1200W Fully Modular Power Supply",239,Corsair,HX,1200 W,80+ Platinum,https://amazon.com/dp/B01MZ8A8NW?tag=pcbuilder00-20
"Corsair HX Series (HX1000), 80+ Platinum Certified 1000W Fully Modular Power Supply",239,Corsair,HX,1000 W,80+ Platinum,https://amazon.com/dp/B01N5NWKHH?tag=pcbuilder00-20
"CORSAIR HX850 Series, 80+ Platinum Certified 850W Fully Modular Power Supply",174.99,Corsair,HX850,850 W,80+ Platinum,https://amazon.com/dp/B01NARQ2QU?tag=pcbuilder00-20
"Corsair HX750 Series, 80+ Platinum Certified 750W Fully Modular Power Supply",144.99,Corsair,HX Platinum,750 W,80+ Platinum,https://amazon.com/dp/B01N6PEBNL?tag=pcbuilder00-20
"EVGA 750 GQ, 80+ Gold Certified 750W Semi Modular Power Supply with EVGA ECO Mode",127.99,EVGA,GQ,750 W,80+ Gold,https://amazon.com/dp/B017HA3RGE?tag=pcbuilder00-20
"Corsair CV Series (CV650), 80+ Bronze Certified 650W ATX Power Supply",105.91,Corsair,CV,650 W,80+ Bronze,https://amazon.com/dp/B0838YDBP3?tag=pcbuilder00-20
"Corsair CV550 Series, 80+ Bronze Certified 550W Fixed Cable Power Supply",118.86 (Used),Corsair,CV,550 W,80+ Bronze,https://amazon.com/dp/B0838YKLCS?tag=pcbuilder00-20
"Corsair CV Series (CV450), 80+ Bronze Certified 450W Fixed Cable Power Supply",39.99,Corsair,CV,450 W,80+ Bronze,https://amazon.com/dp/B0838YLZ1H?tag=pcbuilder00-20
"EVGA 600 B1, 600W 80+ Bronze Power Supply with Free Power On Self Tester",185,EVGA,600B1,600 W,80+ Bronze,https://amazon.com/dp/B00EON40CS?tag=pcbuilder00-20
Corsair CX 750 Watt 80 Plus Bronze Certified Non-Modular Power Supply,207.35,Corsair,CX 750,750 W,80+ Bronze,https://amazon.com/dp/B008RJZQSW?tag=pcbuilder00-20
"Corsair CX500M, 80 Plus Bronze Certified Modular ATX Power Supply",151.39 (Used),Corsair,CX500M,500 W,80+ Bronze,https://amazon.com/dp/B00ALK3HF4?tag=pcbuilder00-20
Corsair CX 430 Watt 80 Plus Bronze Certified Modular Power Supply,/A,Corsair,CX430,430 W,80+ Bronze,https://amazon.com/dp/B00ALYORA4?tag=pcbuilder00-20
"EVGA 750 BQ, 80+ Bronze 750W Semi Modular Power Supply",92.99,EVGA,BQ,750 W,80+ Bronze,https://amazon.com/dp/B01FYDUDJ0?tag=pcbuilder00-20
Thermaltake Toughpower GX1 RGB 700W Gold SLI/Crossfire Ready Continuous Power RGB LED ATX12V v2.4 / EPS v2.92 80 Plus Gold Certified 5 Year Warranty Non Modular Power Supply PS-TPD-0700NHFAGU-1,97.36,Thermaltake,PS-TPD-0700NHFAGU-1,750 W,80+ Gold,https://amazon.com/dp/B07NPL4B2C?tag=pcbuilder00-20
Thermaltake Smart BX1 RGB 80+ Bronze 750W SLI/Crossfire Haswell Ready Continuous Power ATX12V v2.31 / EPS 12V Non-Modular Power Supply,74.99,Thermaltake,Smart BX1 RGB,750 W,80+ Bronze,https://amazon.com/dp/B07HKLRXCS?tag=pcbuilder00-20
"Thermaltake Smart RGB, 80+ Certified 700W Power Supply with 256-Color RGB Fan",47.94,Thermaltake,Smart RGB,700 W,80+,https://amazon.com/dp/B0754S3TXS?tag=pcbuilder00-20
Thermaltake Smart BX1 RGB 80+ Bronze 650W SLI/Crossfire Haswell Ready Continuous Power ATX12V v2.31 / EPS 12V Non-Modular Power Supply,77.49,Thermaltake,Smart BX1 RGB,650 W,80+ Bronze,https://amazon.com/dp/B07HKP454F?tag=pcbuilder00-20
Thermaltake Smart RGB 600W 80+ 256-Color RGB Fan ATX 12V 2.3 Kaby Lake Ready Power Supply,66.44,Thermaltake,PS-SPR-0600NHFAWU-1,600 W,80+,https://amazon.com/dp/B0754YDPZF?tag=pcbuilder00-20
"Thermaltake Smart BX1 RGB, 80+ Bronze Certified 550W SLI/Crossfire Ready Non-Modular Power Supply",54.99,Thermaltake,Smart BX1 RGB,550 W,80+ Bronze,https://amazon.com/dp/B07HKL8JQF?tag=pcbuilder00-20
"Thermaltake Smart RGB, 80+ Certified 500W ATX Power Supply with 256-Color RGB Fan",63.48,Thermaltake,Smart RGB,500 W,80+,https://amazon.com/dp/B075525T6F?tag=pcbuilder00-20
"Rosewill Gaming Power Supply/PSU, 1000 Watt 80 Plus Bronze Certified PSU with Silent and Blue LED 135mm Fan and Auto Fan Speed Control, Semi-Modular Design",114.99,Rosewill,RBR1000,1000 W,80+ Bronze,https://amazon.com/dp/B003J89V0A?tag=pcbuilder00-20
"Rosewill Gaming 80 Plus Bronze 1000W Power Supply/PSU, HIVE Series 1000 Watt 80 Plus Bronze Certified PSU with Silent 135mm Fan and Auto Fan Speed Control",/A,Rosewill,HIVE-1000S,1000 W,80+ Bronze,https://amazon.com/dp/B00N2KAQLI?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply/PSU, Glacier Series 1000 Watt 80 Plus Bronze Certified PSU with Silent 135mm Fan with Auto Fan Speed Control",/A,Rosewill,Glacier 1000M,1000 W,80+ Bronze,https://amazon.com/dp/B00SAYCI5S?tag=pcbuilder00-20
Rosewill Gaming 80 Plus Bronze 850W Full Modular Power Supply,99.99,Rosewill,HIVE-850S,850 W,80+ Bronze,https://amazon.com/dp/B00N2KAOW4?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply/PSU, Glacier Series 850 Watt 80 Plus Bronze Certified PSU with Silent 135mm Fan with Auto Fan Speed Control",99,Rosewill,Glacier 850M,850 W,80+ Bronze,https://amazon.com/dp/B00SAYCOYI?tag=pcbuilder00-20
"Rosewill Hive-750S Gaming 80 Plus Bronze 750W Power Supply/PSU, 750 Watt 80 Plus Bronze Certified PSU with Silent 135mm Fan and Auto Fan Speed Control",/A,Rosewill,Hive-750S,750 W,80+ Bronze,https://amazon.com/dp/B005ILWYT6?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply / PSU, GLACIER Series 700 Watt 80 PLUS Bronze Certified PSU with Silent 135mm Fan with Auto Fan Speed Control",89.99,Rosewill,Glacier 700M,700 W,80+ Bronze,https://amazon.com/dp/B00S7UU0UA?tag=pcbuilder00-20
"ROSEWILL Gaming 80 Plus Bronze 650W Power Supply/PSU, HIVE Series 650 Watt 80 Plus Bronze Certified PSU with Silent 135mm Fan and Auto Fan Speed Control",69.99,Rosewill,Hive-650S,650 W,80+ Bronze,https://amazon.com/dp/B005ILWYJQ?tag=pcbuilder00-20
"Rosewill Gaming Power Supply, Arc 650 Watt (650W) 80 Plus Bronze Certified PSU with Silent 120mm Fan and Auto Fan Speed Control",60.99,Rosewill,ARC 650,650 W,80+ Bronze,https://amazon.com/dp/B00KJMD4L6?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply / PSU, GLACIER Series 600 Watt 80 PLUS Bronze Certified PSU with Silent 135mm Fan with Auto Fan Speed Control",62.61,Rosewill,Glacier 600M,600 W,80+ Bronze,https://amazon.com/dp/B00S8NOAJ8?tag=pcbuilder00-20
"Rosewill Gaming Power Supply, Arc 550 Watt (550W) 80 Plus Bronze Certified PSU with Silent 120mm Fan and Auto Fan Speed Control",50.99,Rosewill,ARC 550,550 W,80+ Bronze,https://amazon.com/dp/B00KJMD272?tag=pcbuilder00-20
"Rosewill Gaming 80 Plus Bronze 550W Power Supply / PSU, HIVE Series 550 Watt 80 PLUS Bronze Certified PSU with Silent 135mm Fan and Auto Fan Speed Control,",59.99,Rosewill,Hive-550S,550 W,80+ Bronze,https://amazon.com/dp/B005ILWY9G?tag=pcbuilder00-20
"Rosewill Computer Modular Power Supply/PSU, Glacier Series 500 Watt 80 Plus Bronze Certified PSU with Silent 135mm Fan with Auto Fan Speed Control",49.99,Rosewill,Glacier 500M,500 W,80+ Bronze,https://amazon.com/dp/B00S8NO7OQ?tag=pcbuilder00-20
"Rosewill Gaming Power Supply, Arc (450W) 80 Plus Bronze Certified PSU with Silent 120mm Fan and Auto Fan Speed Control",52.70,Rosewill,ARC 450,450 W,80+ Bronze,https://amazon.com/dp/B00KJMD038?tag=pcbuilder00-20
"EVGA BQ500, 80+ Bronze Certified 500W Semi Modular ATX Power Supply",62.99,EVGA,BQ500,500 W,80+ Bronze,https://amazon.com/dp/B01N3OAFHD?tag=pcbuilder00-20
"Corsair SF Series (SF750), 80+ Platinum Certified 750W Fully Modular SFX Power Supply",159.99,Corsair,SF,750 W,80+ Platinum,https://amazon.com/dp/B07M63H81H?tag=pcbuilder00-20
"Corsair SF600 Series, 80+ Platinum Certified 600W Fully Modular SFX Power Supply",144.99,Corsair,SF,600 W,80+ Platinum,https://amazon.com/dp/B07F84FJ1G?tag=pcbuilder00-20
"Corsair SF450, 80+ Platinum Certified 450 Fully Modular SFX Power Supply",119.99 (Used),Corsair,SF450,450 W,80+ Platinum,https://amazon.com/dp/B07F7SGJ82?tag=pcbuilder00-20
"EVGA SuperNova 750 Ga, 80 Plus Gold Certified 750W Fully Modular PSU with ECO Mode and DBB Fan",119.99,EVGA,SuperNOVA GA,750 W,80+ Gold,https://amazon.com/dp/B07WW1XF51?tag=pcbuilder00-20
be quiet! Straight Power ATX12V/EPS12V Power Supply - 93% Efficiency - 1 kW,257.57,be quiet!,Straight Power 11,1000 W,80+ Gold,https://amazon.com/dp/B078WZSN2W?tag=pcbuilder00-20
"Gigabyte GP-P750GM (80 Plus Gold 750W, Modular, Smart Fan, Smart Power Protection, Power Supply)",106,Gigabyte,P750GM,750 W,80+ Gold,https://amazon.com/dp/B08DKJJFW6?tag=pcbuilder00-20
"Gigabyte P650B, 80 Plus Bronze Certified 650W Power Supply",69.99,Gigabyte,P-B,650 W,80+ Bronze,https://amazon.com/dp/B079SSKYWB?tag=pcbuilder00-20
"EVGA 650 GQ, 80+ Gold Certified 650W Semi Modular Power Supply with EVGA ECO Mode",93.89,EVGA,GQ,650 W,80+ Gold,https://amazon.com/dp/B017HA3SQ8?tag=pcbuilder00-20
"Corsair CX Series, 80+ Bronze Certified 750W Non-Modular Power Supply",195.29,Corsair,CX (2017),750 W,80+ Bronze,https://amazon.com/dp/B01N9KIFWF?tag=pcbuilder00-20
"Corsair CX Series, 80 Plus Bronze Certified 650W Non-Modular Power Supply",169.99,Corsair,CX (2017),650 W,80+ Bronze,https://amazon.com/dp/B01MRW2K7E?tag=pcbuilder00-20
"Corsair CX Series, 80 Plus Bronze Certified 550W Non-Modular Power Supply",72.01 (Used),Corsair,CX (2017),550 W,80+ Bronze,https://amazon.com/dp/B01MRW2K79?tag=pcbuilder00-20
"Corsair CX450 Series, 80 Plus Bronze Certified 450W Non-Modular Power Supply",56.88 (Used),Corsair,CX,450 W,80+ Bronze,https://amazon.com/dp/B01MTZ96RU?tag=pcbuilder00-20
Thermaltake TR2 600W ATX 12 V2.3 Power Supply TR-600CUS,51.81,Thermaltake,TR2-600W,600 W,80+,https://amazon.com/dp/B0058FAYQ2?tag=pcbuilder00-20
Thermaltake TR2 500W ATX 12 V2.3 Power Supply TR-500CUS,39.12,Thermaltake,TR2-500W,500 W,80,https://amazon.com/dp/B0058FAYQC?tag=pcbuilder00-20
"MSI MPG Series Power Supply (PSU): 850 Watt, Full Modular, 80 PLUS Gold Certified",139.99,MSI,MPGA850GF,850 W,80+ Gold,https://amazon.com/dp/B08PDZQZN2?tag=pcbuilder00-20
"MSI MPG Series Power Supply (PSU): 750 Watt, Full Modular, 80 PLUS Gold Certified",91.95,MSI,MPGA750GF,750 W,80+ Gold,https://amazon.com/dp/B08PDZ5ZLT?tag=pcbuilder00-20
"MSI MPG Series Power Supply (PSU): 650 Watt, Full Modular, 80 PLUS Gold Certified",79.99,MSI,A650GF,650 W,80+ Gold,https://amazon.com/dp/B08PDV45F8?tag=pcbuilder00-20
"Apevia Prestige, 80+ Gold Certified 800W, RoHS Compliance and Active PFC ATX Gaming Power Supply",66.99,Apevia,Prestige,800 W,80+ Gold,https://amazon.com/dp/B07NWZZXHQ?tag=pcbuilder00-20
"Seasonic S12III 650, 80+ Bronze Certified 650W Power Supply with Silent Fan Control",79.95,Seasonic,S12III,650 W,80+ Bronze,https://amazon.com/dp/B07MWHRG99?tag=pcbuilder00-20
"Seasonic S12III 500, 80+ Bronze Certified 500W Power Supply with Silent Fan Control",64.99,Seasonic,S12III,500 W,80+ Bronze,https://amazon.com/dp/B07MWG3911?tag=pcbuilder00-20
"EVGA Supernova 850 Ga, 80+ Gold Certified 850W Fully Modular Power Supply with ECO Mode and Dbb Fan",135,EVGA,SuperNOVA GA,850 W,80+ Gold,https://amazon.com/dp/B07WSXQTD9?tag=pcbuilder00-20
"EVGA Supernova 650 Ga, 80 Plus Gold Certified 650W Fully Modular Power Supply with ECO Mode and DBB Fan",124,EVGA,SuperNOVA GA,650 W,80+ Gold,https://amazon.com/dp/B07WW1XK45?tag=pcbuilder00-20
Thermaltake Toughpower PF1 ARGB 1200W 80+ Platinum 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled,369.99,Thermaltake,Toughpower PF1 ARGB,1200 W,80+ Platinum,https://amazon.com/dp/B07WHGC2SG?tag=pcbuilder00-20
Thermaltake Toughpower PF1 ARGB 1050W 80+ Platinum 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply,349.99,Thermaltake,PS-TPD-1050F3FAPU-1,1050 W,80+ Platinum,https://amazon.com/dp/B07WCTCQSK?tag=pcbuilder00-20
"Thermaltake Smart Pro RGB, 80+ Bronze Certified 850W Smart Zero 256-Color RGB Fan Fully Modular ATX Power Supply",87.96,Thermaltake,Smart Pro RGB,850 W,80+ Bronze,https://amazon.com/dp/B01N2ZU83P?tag=pcbuilder00-20
Thermaltake Toughpower GF1 ARGB 850W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply,/A,Thermaltake,Toughpower GF1,850 W,80+ Gold,https://amazon.com/dp/B07WM1XBFW?tag=pcbuilder00-20
Thermaltake Toughpower PF1 ARGB 850W 80+ Platinum 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply,200,Thermaltake,Toughpower PF1,850 W,80+ Platinum,https://amazon.com/dp/B07WJLBV55?tag=pcbuilder00-20
"Thermaltake Smart Pro RGB, 80+ Bronze Certified 750W Smart Zero 256-Color RGB Fan Fully Modular ATX Power Supply",85.99,Thermaltake,Smart Pro RGB,750 W,80+ Bronze,https://amazon.com/dp/B01NCRRCRR?tag=pcbuilder00-20
Thermaltake Toughpower GF1 ARGB 750W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply,119.99,Thermaltake,Toughpower GF1,750 W,80+ Gold,https://amazon.com/dp/B07W9KYS6Y?tag=pcbuilder00-20
"Thermaltake Smart Pro RGB, 80+ Bronze Certified 650W Fully Modular PSU with Ultra Quiet Smart Zero 256-Color RGB",85,Thermaltake,Smart Pro RGB,650 W,80+ Bronze,https://amazon.com/dp/B01N5LEHTS?tag=pcbuilder00-20
Thermaltake Toughpower GF1 ARGB 650W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply,99.99,Thermaltake,Toughpower GF1,650 W,80+ Gold,https://amazon.com/dp/B07WLZG2MV?tag=pcbuilder00-20
